Score			Page ID
0.012890893848588082			9369084
0.011859290307831312			8669492
0.008767689787124553			12486146
0.007982156126315492			9265639
0.007878163837157906			8614504
0.007769397928289892			10912914
0.007624177941034046			12787320
0.007540378386453873			11775232
0.006439914167583608			8069300
0.006121890123383953			9520006
0.00608599163339847			10936880
0.005842653005062447			10867785
0.005754386529952577			10525981
0.005714291503421979			8624095
0.005557049447842241			9756330
0.005531537094341336			9343467
0.00530124321013128			8848271
0.004591547348847078			12451108
0.004583001073597315			7824157
0.004141829051513876			11113217
0.004114426774676877			9003062
0.004092191692599278			11950276
0.003887538377066303			11790212
0.003731899921564443			9508150
0.003654960269955654			12355988
0.0036431763710642676			8596645
0.0035184595963850523			9626772
0.003517762628895918			10980578
0.003513025495247313			11095526
0.003452580192880698			8871590
0.003420921057573936			11315514
0.0034040277913716587			8624096
0.0033453047168974025			10694577
0.003321376896119796			8644717
0.003260693398241538			10998553
0.003162974176295394			9307578
0.00306589844605986			10940674
0.003011445127158657			9189032
0.002932659721828646			10816430
0.002887305079587126			8786847
0.00287360905978355			9619639
0.0028581073071964197			8128960
0.002796235893721912			12433263
0.0027086787229753505			10483785
0.0027000441493683068			12876259
0.0026123172302562185			11939894
0.0026005848330106773			10611368
0.002579606822654375			8890772
0.0024708585846550815			8947284
0.002392518659970549			12116196
0.0023855196474910256			11895043
0.002382375017133243			12192621
0.0023454706066570233			9920359
0.002331234401932503			12962909
0.0022847919166083573			8797010
0.002277634384430698			9460714
0.0022455454220393837			10852539
0.0022178444937610274			9012418
0.0022104895819936277			7654074
0.002169716052011363			12105308
0.0021571255136160258			9850873
0.002154846170913948			11193807
0.00210450431197008			12451676
0.002017307975739126			9052714
0.0020059533394911583			9040748
0.002004389211501465			7992850
0.001999777146485335			11070505
0.001998877368356735			10413465
0.0019927093378643615			8929157
0.001967063354459404			7566000
0.0019552231007331365			12411758
0.001943964696719966			8648331
0.0018823837760921498			12951193
0.0018491512992171919			10818140
0.0018330131920306011			10818505
0.0018128680282768898			12552037
0.0017677320788317909			8820179
0.0017677320788317909			7532337
0.0017631625651072156			9728943
0.00175725214638716			10462111
0.0017503107826576782			11673590
0.0017227570247936945			10349334
0.0017223261591696162			8993479
0.0017203386223530335			7486872
0.001706984773346566			7746463
0.0016866443458673967			10624576
0.0016781409909454221			9425904
0.0016753307295526907			8040342
0.001655755243458529			8830309
0.0016553154722436685			10212558
0.001655315472243668			9700658
0.0016429208113979492			14521991
0.0016339691278069266			9619150
0.0016335910056654412			8710077
0.0016289828887460739			7847867
0.0016139918053818649			10448801
0.0015974784832834571			12053131
0.0015588811188849768			12457072
0.0015322637717508842			9211985
0.0015123794917085303			10682216
0.0015120600573680543			8834536
0.0014970797240779485			10488446
0.0014770385185631045			8702415
0.0014425289248100055			10206226
0.0014373309474873658			8841967
0.001435263246757176			9674794
0.0014343356508009332			9333264
0.001418741928947707			9811931
0.001417203812884991			9700208
0.0014170056402614995			12629906
0.0013982509430464985			10190327
0.0013940531875726706			9137113
0.001385635333775125			11115331
0.0013700354927215436			9270069
0.0013689177069083364			8070517
0.0013668977155851675			12471457
0.0013644148747576407			12419536
0.0013627177522195556			7970234
0.0013559878056216264			7670501
0.0013509436385460221			10818499
0.0013416484317807452			10687744
0.0013295493830985212			9280167
0.0013247681514599987			12379263
0.0013193788182064112			10329743
0.0013149439154933808			9290497
0.001298118283008279			9674791
0.0012885092262885677			10671644
0.0012573141873208882			9831992
0.0012485190678158025			11173877
0.0012434741296756112			12609489
0.0012422186438756262			9547235
0.0012354159161182218			11281316
0.001233545374659928			11683989
0.0012120757968329815			9412500
0.0012048335388666447			11015454
0.0011547948334723612			9524800
0.0011478645917752082			10699053
0.0011424116976577429			9877525
0.001129202196267293			10413774
0.0011199624635296389			7485228
0.0011196445240534913			11231028
0.0011114931907412352			7891871
0.0011028470266876461			12957508
0.001096446750659028			9831994
0.001096446750659028			9831993
0.0010675233724571657			7487559
0.0010527844094333754			10912224
0.0010511358551777144			9777946
